CAMNT_ID,WGCNA_Module_Num,RAIN_diel_Results,KEGG_Annotations
CAMNT_0024018903,1,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0023939643,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024015181,9,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024018279,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024092133,9,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024172667,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024174411,9,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024256067,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024271785,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024345937,9,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024386463,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024513013,3,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041801723,9,TRUE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041618209,3,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041835053,9,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041649017,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041795205,1,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024374487,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024081677,3,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024016119,12,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041593637,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041760699,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024014645,9,TRUE,05010 Alzheimer's disease [PATH:ko05010]
CAMNT_0023937169,9,TRUE,05010 Alzheimer's disease [PATH:ko05010]
CAMNT_0024335527,9,TRUE,05010 Alzheimer's disease [PATH:ko05010]
CAMNT_0024014645,9,TRUE,05012 Parkinson's disease [PATH:ko05012]
CAMNT_0023937169,9,TRUE,05012 Parkinson's disease [PATH:ko05012]
CAMNT_0024335527,9,TRUE,05012 Parkinson's disease [PATH:ko05012]
CAMNT_0024014645,9,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0023937169,9,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024335527,9,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024259217,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024018903,1,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0023939643,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024015181,9,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024018279,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024092133,9,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024172667,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024174411,9,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024256067,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024271785,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024345937,9,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024386463,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024513013,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041801723,9,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041618209,3,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041835053,9,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041649017,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041795205,1,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024374487,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024081677,3,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024016119,12,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041593637,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041760699,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024259217,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024018903,1,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0023939643,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024015181,9,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024018279,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024092133,9,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024172667,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024174411,9,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024256067,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024271785,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024345937,9,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024386463,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024513013,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041801723,9,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041618209,3,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041835053,9,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041649017,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041795205,1,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024374487,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024081677,3,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024016119,12,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041593637,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041760699,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024259217,3,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024018903,1,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024015181,9,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024092133,9,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024174411,9,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024271785,3,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024345937,9,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0041801723,9,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0041618209,3,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0041835053,9,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0041649017,0,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0041795205,1,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024374487,0,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024016119,12,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0041593637,0,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024259217,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024018903,1,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0023939643,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024015181,9,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024018279,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024092133,9,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024172667,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024174411,9,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024256067,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024271785,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024345937,9,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024386463,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024513013,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041801723,9,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041618209,3,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041835053,9,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041649017,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041795205,1,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024374487,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024081677,3,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024016119,12,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041593637,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041760699,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024511761,3,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024583695,3,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0041832555,3,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024511761,3,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0024583695,3,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0041832555,3,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0024511761,3,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024583695,3,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0041832555,3,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024511761,3,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024583695,3,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0041832555,3,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024511761,3,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024583695,3,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041832555,3,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024511761,3,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024583695,3,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0041832555,3,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024511761,3,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024583695,3,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0041832555,3,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024031181,3,TRUE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024429691,3,TRUE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024297557,3,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024031181,3,TRUE,04142 Lysosome [PATH:ko04142]
CAMNT_0024429691,3,TRUE,04142 Lysosome [PATH:ko04142]
CAMNT_0024297557,3,FALSE,04142 Lysosome [PATH:ko04142]
CAMNT_0024031181,3,TRUE,04145 Phagosome [PATH:ko04145]
CAMNT_0024429691,3,TRUE,04145 Phagosome [PATH:ko04145]
CAMNT_0024297557,3,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0024031181,3,TRUE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024429691,3,TRUE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024297557,3,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024297557,3,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024031181,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024429691,3,TRUE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024297557,3,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024031181,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024429691,3,TRUE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024297557,3,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024031181,3,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024429691,3,TRUE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024297557,3,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024031181,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024429691,3,TRUE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024297557,3,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024020355,0,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024088383,0,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024509993,0,FALSE,00190 Oxidative phosphorylation [PATH:ko00190]
CAMNT_0024020355,0,FALSE,04142 Lysosome [PATH:ko04142]
CAMNT_0024088383,0,FALSE,04142 Lysosome [PATH:ko04142]
CAMNT_0024509993,0,FALSE,04142 Lysosome [PATH:ko04142]
CAMNT_0024020355,0,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0024088383,0,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0024509993,0,FALSE,04145 Phagosome [PATH:ko04145]
CAMNT_0024020355,0,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024088383,0,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024509993,0,FALSE,04721 Synaptic vesicle cycle [PATH:ko04721]
CAMNT_0024020355,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024088383,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024509993,0,FALSE,04966 Collecting duct acid secretion [PATH:ko04966]
CAMNT_0024020355,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024088383,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024509993,0,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0024020355,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024088383,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024509993,0,FALSE,05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
CAMNT_0024020355,0,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024088383,0,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024509993,0,FALSE,05152 Tuberculosis [PATH:ko05152]
CAMNT_0024020355,0,FALSE,05203 Viral carcinogenesis [PATH:ko05203]
CAMNT_0024088383,0,FALSE,05203 Viral carcinogenesis [PATH:ko05203]
CAMNT_0024509993,0,FALSE,05203 Viral carcinogenesis [PATH:ko05203]
CAMNT_0024020355,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024088383,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0024509993,0,FALSE,05323 Rheumatoid arthritis [PATH:ko05323]
CAMNT_0023972657,2,TRUE,
CAMNT_0024346505,2,TRUE,
CAMNT_0041690197,2,TRUE,
CAMNT_0041822067,0,FALSE,
CAMNT_0041830255,0,FALSE,
CAMNT_0041856163,4,FALSE,
CAMNT_0041791487,3,FALSE,
CAMNT_0041672563,2,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041652847,4,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041714545,4,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041856071,4,FALSE,
CAMNT_0024086749,0,FALSE,
CAMNT_0024550233,0,FALSE,
CAMNT_0024017429,10,FALSE,
CAMNT_0041603457,2,TRUE,
CAMNT_0024089587,4,TRUE,
CAMNT_0024553819,2,TRUE,
CAMNT_0024577533,2,TRUE,
CAMNT_0024428999,2,TRUE,
CAMNT_0024430399,2,TRUE,
CAMNT_0024452997,2,TRUE,
CAMNT_0024549989,2,TRUE,
CAMNT_0024340963,2,FALSE,
CAMNT_0024486085,0,FALSE,
CAMNT_0024347789,14,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0041629951,14,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0024431443,11,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0024329115,11,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0024067097,11,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0041680805,14,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0041714155,6,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0024347789,14,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0041629951,14,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0024431443,11,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0024329115,11,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0024067097,11,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0041680805,14,FALSE,04022 cGMP - PKG signaling pathway [PATH:ko04022]
CAMNT_0041714155,6,FALSE,04260 Cardiac muscle contraction [PATH:ko04260]
CAMNT_0041714155,6,FALSE,04261 Adrenergic signaling in cardiomyocytes [PATH:ko04261]
CAMNT_0041714155,6,FALSE,04911 Insulin secretion [PATH:ko04911]
CAMNT_0041714155,6,FALSE,04918 Thyroid hormone synthesis [PATH:ko04918]
CAMNT_0041714155,6,FALSE,04919 Thyroid hormone signaling pathway [PATH:ko04919]
CAMNT_0041714155,6,FALSE,04960 Aldosterone-regulated sodium reabsorption [PATH:ko04960]
CAMNT_0041714155,6,FALSE,04961 Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]
CAMNT_0041714155,6,FALSE,04964 Proximal tubule bicarbonate reclamation [PATH:ko04964]
CAMNT_0041714155,6,FALSE,04970 Salivary secretion [PATH:ko04970]
CAMNT_0041714155,6,FALSE,04971 Gastric acid secretion [PATH:ko04971]
CAMNT_0041714155,6,FALSE,04972 Pancreatic secretion [PATH:ko04972]
